 Theta Psi Nu P Q
  0.48380527E+01  0.11123839E+01 -0.27063147E-08  0.40000000E+01  0.25000000E+02
  0.48506191E+01  0.10785109E+01 -0.25848124E-08  0.40000000E+01  0.25000000E+02
  0.48631854E+01  0.10460758E+01 -0.16391266E-08  0.40000000E+01  0.25000000E+02
  0.48757518E+01  0.10151662E+01 -0.27946606E-09  0.40000000E+01  0.25000000E+02
  0.48883182E+01  0.98580112E+00  0.10801143E-08  0.40000000E+01  0.25000000E+02
  0.49008845E+01  0.95795654E+00  0.21283587E-08  0.40000000E+01  0.25000000E+02
  0.49134509E+01  0.93158238E+00  0.26930444E-08  0.40000000E+01  0.25000000E+02
  0.49260173E+01  0.90661379E+00  0.27332185E-08  0.40000000E+01  0.25000000E+02
  0.49385837E+01  0.88297855E+00  0.23081793E-08  0.40000000E+01  0.25000000E+02
  0.49511500E+01  0.86060175E+00  0.15398347E-08  0.40000000E+01  0.25000000E+02
  0.49637164E+01  0.83940882E+00  0.57767103E-09  0.40000000E+01  0.25000000E+02
  0.49762828E+01  0.81932736E+00 -0.42873784E-09  0.40000000E+01  0.25000000E+02
  0.49888491E+01  0.80028819E+00 -0.13491367E-08  0.40000000E+01  0.25000000E+02
  0.50014155E+01  0.78222589E+00 -0.20837254E-08  0.40000000E+01  0.25000000E+02
  0.50139819E+01  0.76507909E+00 -0.25676394E-08  0.40000000E+01  0.25000000E+02
  0.50265482E+01  0.74879048E+00 -0.27714700E-08  0.40000000E+01  0.25000000E+02
  0.50391146E+01  0.73330669E+00 -0.26963834E-08  0.40000000E+01  0.25000000E+02
  0.50516810E+01  0.71857816E+00 -0.23699990E-08  0.40000000E+01  0.25000000E+02
  0.50642474E+01  0.70455893E+00 -0.18383551E-08  0.40000000E+01  0.25000000E+02
  0.50768137E+01  0.69120635E+00 -0.11600291E-08  0.40000000E+01  0.25000000E+02
  0.50893801E+01  0.67848093E+00 -0.39932147E-09  0.40000000E+01  0.25000000E+02
  0.00000000E+00  0.10214470E+01 -0.81252231E-06  0.50000000E+01  0.31000000E+02
  0.12063716E+01  0.82544913E+00 -0.59208478E-08  0.50000000E+01  0.31000000E+02
  0.12566371E-01  0.10133227E+01 -0.74121180E-04  0.50000000E+01  0.31000000E+02
  0.43353979E+01  0.85399107E+00 -0.37595209E-07  0.50000000E+01  0.31000000E+02
  0.25132741E-01  0.98346951E+00  0.53982842E-04  0.50000000E+01  0.31000000E+02
  0.12189379E+01  0.84171432E+00  0.76103572E-08  0.50000000E+01  0.31000000E+02
  0.51270792E+01  0.77170421E+00  0.43176224E-07  0.50000000E+01  0.31000000E+02
  0.12315043E+01  0.85893874E+00  0.20681093E-07  0.50000000E+01  0.31000000E+02
  0.50265482E-01  0.48677966E+00 -0.39685583E-07  0.50000000E+01  0.31000000E+02
  0.31918581E+01  0.62366082E+00  0.43484367E-07  0.50000000E+01  0.31000000E+02
  0.12440707E+01  0.87719812E+00  0.31891982E-07  0.50000000E+01  0.31000000E+02
  0.32044245E+01  0.62369553E+00  0.40033291E-07  0.50000000E+01  0.31000000E+02
  0.32295572E+01  0.62367863E+00  0.16939494E-07  0.50000000E+01  0.31000000E+02
  0.32421236E+01  0.62362176E+00  0.66998313E-09  0.50000000E+01  0.31000000E+02
  0.51647783E+01  0.10060427E+01  0.13568164E-03  0.50000000E+01  0.31000000E+02
  0.32546900E+01  0.62352851E+00 -0.15694230E-07  0.50000000E+01  0.31000000E+02
  0.32798227E+01  0.62321892E+00 -0.39474803E-07  0.50000000E+01  0.31000000E+02
  0.42474333E+01  0.76959593E+00  0.38477432E-07  0.50000000E+01  0.31000000E+02
  0.12817698E+01  0.93908467E+00  0.41656851E-07  0.50000000E+01  0.31000000E+02
  0.11058406E+01  0.72292511E+00 -0.27963328E-07  0.50000000E+01  0.31000000E+02
  0.12943362E+01  0.96244024E+00  0.34354707E-07  0.50000000E+01  0.31000000E+02
  0.43856633E+01  0.91732252E+00 -0.30489149E-07  0.50000000E+01  0.31000000E+02
  0.27017697E+01  0.60420347E+00  0.15093684E-08  0.50000000E+01  0.31000000E+02
  0.13069025E+01  0.98737331E+00  0.21939041E-07  0.50000000E+01  0.31000000E+02
  0.11184070E+01  0.73349091E+00 -0.35927780E-07  0.50000000E+01  0.31000000E+02
  0.13194689E+01  0.10140387E+01  0.57198289E-08  0.50000000E+01  0.31000000E+02
  0.43982297E+01  0.93532431E+00 -0.18154031E-07  0.50000000E+01  0.31000000E+02
  0.42976988E+01  0.81423892E+00 -0.46892261E-08  0.50000000E+01  0.31000000E+02
  0.11309734E+01  0.74462100E+00 -0.41262300E-07  0.50000000E+01  0.31000000E+02
  0.13320353E+01  0.10426129E+01 -0.12090805E-07  0.50000000E+01  0.31000000E+02
  0.44107961E+01  0.95431137E+00 -0.33348219E-08  0.50000000E+01  0.31000000E+02
  0.27394688E+01  0.60632697E+00  0.35922918E-07  0.50000000E+01  0.31000000E+02
  0.13446017E+01  0.10732980E+01 -0.28490940E-07  0.50000000E+01  0.31000000E+02
  0.44233625E+01  0.97435245E+00  0.12242331E-07  0.50000000E+01  0.31000000E+02
  0.44359288E+01  0.99552300E+00  0.26543033E-07  0.50000000E+01  0.31000000E+02
  0.11435397E+01  0.10417871E+01 -0.12812383E-03  0.50000000E+01  0.31000000E+02
  0.13571680E+01  0.11063258E+01 -0.40018479E-07  0.50000000E+01  0.31000000E+02
  0.44484952E+01  0.10179061E+01  0.37449779E-07  0.50000000E+01  0.31000000E+02
  0.11561061E+01  0.76871659E+00 -0.42197617E-07  0.50000000E+01  0.31000000E+02
  0.13697344E+01  0.11419633E+01 -0.43362918E-07  0.50000000E+01  0.31000000E+02
  0.44610616E+01  0.10415932E+01  0.43055795E-07  0.50000000E+01  0.31000000E+02
  0.27646015E+01  0.60791197E+00  0.43444669E-07  0.50000000E+01  0.31000000E+02
  0.13823008E+01  0.11805188E+01 -0.36286063E-07  0.50000000E+01  0.31000000E+02
  0.44736279E+01  0.10666854E+01  0.42006750E-07  0.50000000E+01  0.31000000E+02
  0.29656635E+01  0.99062080E+00  0.11688455E-03  0.50000000E+01  0.31000000E+02
  0.43228315E+01  0.84007407E+00 -0.28922555E-07  0.50000000E+01  0.31000000E+02
  0.44861943E+01  0.10932941E+01  0.33852286E-07  0.50000000E+01  0.31000000E+02
  0.29782298E+01  0.61976745E+00  0.42753967E-07  0.50000000E+01  0.31000000E+02
  0.44987607E+01  0.11215425E+01  0.19341515E-07  0.50000000E+01  0.31000000E+02
  0.45113271E+01  0.11515666E+01  0.58979784E-09  0.50000000E+01  0.31000000E+02
  0.45238934E+01  0.11835160E+01 -0.18983735E-07  0.50000000E+01  0.31000000E+02
  0.62329198E+01  0.48636549E+00  0.37460067E-07  0.50000000E+01  0.31000000E+02
  0.30033626E+01  0.62056606E+00  0.36605487E-07  0.50000000E+01  0.31000000E+02
  0.11812388E+01  0.79553115E+00 -0.29401230E-07  0.50000000E+01  0.31000000E+02
  0.11938052E+01  0.81007517E+00 -0.18621142E-07  0.50000000E+01  0.31000000E+02
  0.30159289E+01  0.62092141E+00  0.25330796E-07  0.50000000E+01  0.31000000E+02
  0.30284953E+01  0.62125063E+00  0.10438001E-07  0.50000000E+01  0.31000000E+02
  0.30410617E+01  0.62155588E+00 -0.59649983E-08  0.50000000E+01  0.31000000E+02
  0.30536281E+01  0.62183906E+00 -0.21537303E-07  0.50000000E+01  0.31000000E+02
  0.30913272E+01  0.62256916E+00 -0.43308634E-07  0.50000000E+01  0.31000000E+02
  0.31164599E+01  0.62296236E+00 -0.28493569E-07  0.50000000E+01  0.31000000E+02
  0.31290263E+01  0.62313080E+00 -0.14151736E-07  0.50000000E+01  0.31000000E+02
  0.17844246E+01  0.11212811E+01 -0.22825337E-07  0.50000000E+01  0.31000000E+02
  0.17969910E+01  0.10933008E+01 -0.36247806E-07  0.50000000E+01  0.31000000E+02
  0.18095574E+01  0.10669441E+01 -0.42887213E-07  0.50000000E+01  0.31000000E+02
  0.18221237E+01  0.10420884E+01 -0.42255547E-07  0.50000000E+01  0.31000000E+02
  0.18346901E+01  0.10186224E+01 -0.35062257E-07  0.50000000E+01  0.31000000E+02
  0.18472565E+01  0.99644591E+00 -0.22884399E-07  0.50000000E+01  0.31000000E+02
  0.18598229E+01  0.97546789E+00 -0.77942986E-08  0.50000000E+01  0.31000000E+02
  0.18723892E+01  0.95560595E+00  0.79953077E-08  0.50000000E+01  0.31000000E+02
  0.18849556E+01  0.93678523E+00  0.22429663E-07  0.50000000E+01  0.31000000E+02
  0.49134509E+01  0.11436474E+01  0.43487443E-07  0.50000000E+01  0.31000000E+02
  0.49260173E+01  0.11082721E+01  0.38346673E-07  0.50000000E+01  0.31000000E+02
  0.49385837E+01  0.10754595E+01  0.25415378E-07  0.50000000E+01  0.31000000E+02
  0.49511500E+01  0.10449511E+01  0.82172009E-08  0.50000000E+01  0.31000000E+02
  0.49637164E+01  0.10165217E+01 -0.97107473E-08  0.50000000E+01  0.31000000E+02
  0.49762828E+01  0.98997469E+00 -0.25405510E-07  0.50000000E+01  0.31000000E+02
  0.49888491E+01  0.96513805E+00 -0.36777247E-07  0.50000000E+01  0.31000000E+02
  0.50014155E+01  0.94186048E+00 -0.42689253E-07  0.50000000E+01  0.31000000E+02
  0.19226547E+01  0.88591832E+00  0.43490304E-07  0.50000000E+01  0.31000000E+02
  0.50265482E+01  0.89946469E+00 -0.37852306E-07  0.50000000E+01  0.31000000E+02
  0.50391146E+01  0.88012392E+00 -0.28585313E-07  0.50000000E+01  0.31000000E+02
  0.19729202E+01  0.82914870E+00  0.11988922E-07  0.50000000E+01  0.31000000E+02
  0.50516810E+01  0.86189316E+00 -0.16420036E-07  0.50000000E+01  0.31000000E+02
  0.50642474E+01  0.84468919E+00 -0.28240896E-08  0.50000000E+01  0.31000000E+02
  0.50768137E+01  0.82843739E+00  0.10761214E-07  0.50000000E+01  0.31000000E+02
  0.51019465E+01  0.79852856E+00  0.32990569E-07  0.50000000E+01  0.31000000E+02
